"project","class","year","area_ha","type"
"choco-darien","Wetland",2013,20,"landuse"
"choco-darien","Forest",2014,10850,"landuse"
"choco-darien","Savanna",2014,645,"landuse"
"choco-darien","Wetland",2014,54,"landuse"
"choco-darien","Forest",2015,10850,"landuse"
"choco-darien","Savanna",2015,665,"landuse"
"choco-darien","Grassland",2015,25,"landuse"
"choco-darien","Wetland",2015,9,"landuse"
"choco-darien","Forest",2016,10506,"landuse"
"choco-darien","Savanna",2016,762,"landuse"
"choco-darien","Grassland",2016,101,"landuse"
"choco-darien","Wetland",2016,180,"landuse"
"choco-darien","Forest",2017,10772,"landuse"
"choco-darien","Savanna",2017,620,"landuse"
"choco-darien","Grassland",2017,20,"landuse"
"choco-darien","Wetland",2017,137,"landuse"
"choco-darien","Forest",2018,10616,"landuse"
"choco-darien","Savanna",2018,754,"landuse"
"choco-darien","Wetland",2018,179,"landuse"
"choco-darien","Forest",2019,10706,"landuse"
"choco-darien","Savanna",2019,817,"landuse"
"choco-darien","Grassland",2019,1,"landuse"
"choco-darien","Wetland",2019,25,"landuse"
"choco-darien","Forest",2020,10605,"landuse"
"choco-darien","Savanna",2020,906,"landuse"
"choco-darien","Grassland",2020,1,"landuse"
"choco-darien","Wetland",2020,37,"landuse"
"cocomacia","Urban",2017,3,"vocation"
"cocomacia","Cropland",2017,367792,"vocation"
"cocomacia","Water bodies",2017,23605,"vocation"
"cocomacia","Savanna",2017,58654,"vocation"
"cocomacia","Forest",2017,267298,"vocation"
"cocomacia","Grassland",2017,488,"vocation"
"cocomacia","Forest",2001,643817,"landuse"
"cocomacia","Schrub",2001,2343,"landuse"
"cocomacia","Savanna",2001,47924,"landuse"
"cocomacia","Grassland",2001,3633,"landuse"
"cocomacia","Wetland",2001,9082,"landuse"
"cocomacia","Cropland",2001,2027,"landuse"
"cocomacia","Urban",2001,30,"landuse"
"cocomacia","Barren",2001,898,"landuse"
"cocomacia","Water bodies",2001,8086,"landuse"
"cocomacia","Forest",2002,622159,"landuse"
"cocomacia","Schrub",2002,1477,"landuse"
"cocomacia","Savanna",2002,71147,"landuse"
"cocomacia","Grassland",2002,3978,"landuse"
"cocomacia","Wetland",2002,8840,"landuse"
"cocomacia","Cropland",2002,1225,"landuse"
"cocomacia","Urban",2002,30,"landuse"
"cocomacia","Barren",2002,898,"landuse"
"cocomacia","Water bodies",2002,8086,"landuse"
"cocomacia","Forest",2003,607577,"landuse"
"cocomacia","Schrub",2003,1252,"landuse"
"cocomacia","Savanna",2003,87423,"landuse"
"cocomacia","Grassland",2003,3109,"landuse"
"cocomacia","Wetland",2003,8901,"landuse"
"cocomacia","Cropland",2003,816,"landuse"
"cocomacia","Urban",2003,35,"landuse"
"cocomacia","Barren",2003,641,"landuse"
"cocomacia","Water bodies",2003,8086,"landuse"
"cocomacia","Forest",2004,610741,"landuse"
"cocomacia","Schrub",2004,862,"landuse"
"cocomacia","Savanna",2004,85228,"landuse"
"cocomacia","Grassland",2004,2347,"landuse"
"cocomacia","Wetland",2004,9326,"landuse"
"cocomacia","Cropland",2004,760,"landuse"
"cocomacia","Urban",2004,35,"landuse"
"cocomacia","Barren",2004,455,"landuse"
"cocomacia","Water bodies",2004,8086,"landuse"
"cocomacia","Forest",2005,616243,"landuse"
"cocomacia","Schrub",2005,600,"landuse"
"cocomacia","Savanna",2005,80144,"landuse"
"cocomacia","Grassland",2005,1716,"landuse"
"cocomacia","Wetland",2005,10149,"landuse"
"cocomacia","Cropland",2005,650,"landuse"
"cocomacia","Urban",2005,35,"landuse"
"cocomacia","Barren",2005,217,"landuse"
"cocomacia","Water bodies",2005,8086,"landuse"
"cocomacia","Forest",2006,612351,"landuse"
"cocomacia","Schrub",2006,575,"landuse"
"cocomacia","Savanna",2006,83058,"landuse"
"cocomacia","Grassland",2006,1678,"landuse"
"cocomacia","Wetland",2006,11235,"landuse"
"cocomacia","Cropland",2006,605,"landuse"
"cocomacia","Urban",2006,35,"landuse"
"cocomacia","Barren",2006,217,"landuse"
"cocomacia","Water bodies",2006,8086,"landuse"
"cocomacia","Forest",2007,601619,"landuse"
"cocomacia","Schrub",2007,510,"landuse"
"cocomacia","Savanna",2007,93136,"landuse"
"cocomacia","Grassland",2007,1082,"landuse"
"cocomacia","Wetland",2007,12577,"landuse"
"cocomacia","Cropland",2007,553,"landuse"
"cocomacia","Urban",2007,35,"landuse"
"cocomacia","Barren",2007,217,"landuse"
"cocomacia","Water bodies",2007,8111,"landuse"
"cocomacia","Forest",2008,568160,"landuse"
"cocomacia","Schrub",2008,510,"landuse"
"cocomacia","Savanna",2008,126921,"landuse"
"cocomacia","Grassland",2008,1519,"landuse"
"cocomacia","Wetland",2008,11904,"landuse"
"cocomacia","Cropland",2008,463,"landuse"
"cocomacia","Urban",2008,35,"landuse"
"cocomacia","Barren",2008,217,"landuse"
"cocomacia","Water bodies",2008,8111,"landuse"
"cocomacia","Forest",2009,565300,"landuse"
"cocomacia","Schrub",2009,556,"landuse"
"cocomacia","Savanna",2009,128418,"landuse"
"cocomacia","Grassland",2009,1864,"landuse"
"cocomacia","Wetland",2009,12972,"landuse"
"cocomacia","Cropland",2009,407,"landuse"
"cocomacia","Urban",2009,35,"landuse"
"cocomacia","Barren",2009,177,"landuse"
"cocomacia","Water bodies",2009,8111,"landuse"
"cocomacia","Forest",2010,582992,"landuse"
"cocomacia","Schrub",2010,837,"landuse"
"cocomacia","Savanna",2010,110124,"landuse"
"cocomacia","Grassland",2010,1628,"landuse"
"cocomacia","Wetland",2010,13545,"landuse"
"cocomacia","Cropland",2010,407,"landuse"
"cocomacia","Urban",2010,35,"landuse"
"cocomacia","Barren",2010,161,"landuse"
"cocomacia","Water bodies",2010,8111,"landuse"
"cocomacia","Forest",2011,556257,"landuse"
"cocomacia","Schrub",2011,671,"landuse"
"cocomacia","Savanna",2011,135964,"landuse"
"cocomacia","Grassland",2011,1546,"landuse"
"cocomacia","Wetland",2011,14699,"landuse"
"cocomacia","Cropland",2011,371,"landuse"
"cocomacia","Urban",2011,35,"landuse"
"cocomacia","Barren",2011,161,"landuse"
"cocomacia","Water bodies",2011,8136,"landuse"
"cocomacia","Forest",2012,567166,"landuse"
"cocomacia","Schrub",2012,467,"landuse"
"cocomacia","Savanna",2012,126107,"landuse"
"cocomacia","Grassland",2012,1373,"landuse"
"cocomacia","Wetland",2012,14197,"landuse"
"cocomacia","Cropland",2012,269,"landuse"
"cocomacia","Urban",2012,35,"landuse"
"cocomacia","Barren",2012,90,"landuse"
"cocomacia","Water bodies",2012,8136,"landuse"
"cocomacia","Forest",2013,585413,"landuse"
"cocomacia","Schrub",2013,418,"landuse"
"cocomacia","Savanna",2013,106468,"landuse"
"cocomacia","Grassland",2013,1311,"landuse"
"cocomacia","Wetland",2013,15750,"landuse"
"cocomacia","Cropland",2013,244,"landuse"
"cocomacia","Urban",2013,35,"landuse"
"cocomacia","Barren",2013,90,"landuse"
"cocomacia","Water bodies",2013,8111,"landuse"
"cocomacia","Forest",2014,576392,"landuse"
"cocomacia","Schrub",2014,581,"landuse"
"cocomacia","Savanna",2014,112584,"landuse"
"cocomacia","Grassland",2014,2021,"landuse"
"cocomacia","Wetland",2014,17790,"landuse"
"cocomacia","Cropland",2014,236,"landuse"
"cocomacia","Urban",2014,35,"landuse"
"cocomacia","Barren",2014,90,"landuse"
"cocomacia","Water bodies",2014,8111,"landuse"
"cocomacia","Forest",2015,599227,"landuse"
"cocomacia","Schrub",2015,526,"landuse"
"cocomacia","Savanna",2015,91479,"landuse"
"cocomacia","Grassland",2015,1835,"landuse"
"cocomacia","Wetland",2015,16326,"landuse"
"cocomacia","Cropland",2015,236,"landuse"
"cocomacia","Urban",2015,35,"landuse"
"cocomacia","Barren",2015,90,"landuse"
"cocomacia","Water bodies",2015,8086,"landuse"
"cocomacia","Forest",2016,595145,"landuse"
"cocomacia","Schrub",2016,498,"landuse"
"cocomacia","Savanna",2016,98084,"landuse"
"cocomacia","Grassland",2016,1563,"landuse"
"cocomacia","Wetland",2016,14103,"landuse"
"cocomacia","Cropland",2016,236,"landuse"
"cocomacia","Urban",2016,35,"landuse"
"cocomacia","Barren",2016,90,"landuse"
"cocomacia","Water bodies",2016,8086,"landuse"
"cocomacia","Forest",2017,591529,"landuse"
"cocomacia","Schrub",2017,431,"landuse"
"cocomacia","Savanna",2017,102458,"landuse"
"cocomacia","Grassland",2017,1298,"landuse"
"cocomacia","Wetland",2017,13738,"landuse"
"cocomacia","Cropland",2017,175,"landuse"
"cocomacia","Urban",2017,35,"landuse"
"cocomacia","Barren",2017,90,"landuse"
"cocomacia","Water bodies",2017,8086,"landuse"
"cocomacia","Forest",2018,585858,"landuse"
"cocomacia","Schrub",2018,356,"landuse"
"cocomacia","Savanna",2018,107678,"landuse"
"cocomacia","Grassland",2018,856,"landuse"
"cocomacia","Wetland",2018,14706,"landuse"
"cocomacia","Cropland",2018,175,"landuse"
"cocomacia","Urban",2018,35,"landuse"
"cocomacia","Barren",2018,90,"landuse"
"cocomacia","Water bodies",2018,8086,"landuse"
"cocomacia","Forest",2019,575110,"landuse"
"cocomacia","Schrub",2019,291,"landuse"
"cocomacia","Savanna",2019,118126,"landuse"
"cocomacia","Grassland",2019,1096,"landuse"
"cocomacia","Wetland",2019,14831,"landuse"
"cocomacia","Cropland",2019,175,"landuse"
"cocomacia","Urban",2019,35,"landuse"
"cocomacia","Barren",2019,90,"landuse"
"cocomacia","Water bodies",2019,8086,"landuse"
"cocomacia","Forest",2020,572812,"landuse"
"cocomacia","Schrub",2020,311,"landuse"
"cocomacia","Savanna",2020,118333,"landuse"
"cocomacia","Grassland",2020,989,"landuse"
"cocomacia","Wetland",2020,17046,"landuse"
"cocomacia","Cropland",2020,138,"landuse"
"cocomacia","Urban",2020,35,"landuse"
"cocomacia","Barren",2020,90,"landuse"
"cocomacia","Water bodies",2020,8086,"landuse"
"concosta","Cropland",2017,25661,"vocation"
"concosta","Water bodies",2017,4146,"vocation"
"concosta","Savanna",2017,10139,"vocation"
"concosta","Forest",2017,32209,"vocation"
"concosta","Forest",2001,65129,"landuse"
"concosta","Savanna",2001,3003,"landuse"
"concosta","Grassland",2001,66,"landuse"
"concosta","Wetland",2001,2684,"landuse"
"concosta","Cropland",2001,136,"landuse"
"concosta","Water bodies",2001,1438,"landuse"
"concosta","Forest",2002,63356,"landuse"
"concosta","Schrub",2002,50,"landuse"
"concosta","Savanna",2002,4677,"landuse"
"concosta","Grassland",2002,40,"landuse"
"concosta","Wetland",2002,2859,"landuse"
"concosta","Cropland",2002,36,"landuse"
"concosta","Water bodies",2002,1438,"landuse"
"concosta","Forest",2003,60683,"landuse"
"concosta","Savanna",2003,7663,"landuse"
"concosta","Grassland",2003,25,"landuse"
"concosta","Wetland",2003,2647,"landuse"
"concosta","Water bodies",2003,1438,"landuse"
"concosta","Forest",2004,57303,"landuse"
"concosta","Savanna",2004,11068,"landuse"
"concosta","Grassland",2004,71,"landuse"
"concosta","Wetland",2004,2576,"landuse"
"concosta","Water bodies",2004,1438,"landuse"
"concosta","Forest",2005,57005,"landuse"
"concosta","Savanna",2005,11380,"landuse"
"concosta","Grassland",2005,126,"landuse"
"concosta","Wetland",2005,2507,"landuse"
"concosta","Water bodies",2005,1438,"landuse"
"concosta","Forest",2006,57843,"landuse"
"concosta","Savanna",2006,10504,"landuse"
"concosta","Grassland",2006,45,"landuse"
"concosta","Wetland",2006,2626,"landuse"
"concosta","Water bodies",2006,1438,"landuse"
"concosta","Forest",2007,57913,"landuse"
"concosta","Savanna",2007,10553,"landuse"
"concosta","Grassland",2007,45,"landuse"
"concosta","Wetland",2007,2507,"landuse"
"concosta","Water bodies",2007,1438,"landuse"
"concosta","Forest",2008,55766,"landuse"
"concosta","Savanna",2008,12835,"landuse"
"concosta","Grassland",2008,48,"landuse"
"concosta","Wetland",2008,2369,"landuse"
"concosta","Water bodies",2008,1438,"landuse"
"concosta","Forest",2009,55003,"landuse"
"concosta","Savanna",2009,13723,"landuse"
"concosta","Grassland",2009,65,"landuse"
"concosta","Wetland",2009,2227,"landuse"
"concosta","Water bodies",2009,1438,"landuse"
"concosta","Forest",2010,58507,"landuse"
"concosta","Savanna",2010,10071,"landuse"
"concosta","Grassland",2010,142,"landuse"
"concosta","Wetland",2010,2298,"landuse"
"concosta","Water bodies",2010,1438,"landuse"
"concosta","Forest",2011,62356,"landuse"
"concosta","Savanna",2011,6516,"landuse"
"concosta","Grassland",2011,45,"landuse"
"concosta","Wetland",2011,2101,"landuse"
"concosta","Water bodies",2011,1438,"landuse"
"concosta","Forest",2012,62835,"landuse"
"concosta","Savanna",2012,6055,"landuse"
"concosta","Wetland",2012,2128,"landuse"
"concosta","Water bodies",2012,1438,"landuse"
"concosta","Forest",2013,56957,"landuse"
"concosta","Savanna",2013,11908,"landuse"
"concosta","Grassland",2013,25,"landuse"
"concosta","Wetland",2013,2128,"landuse"
"concosta","Water bodies",2013,1438,"landuse"
"concosta","Forest",2014,55740,"landuse"
"concosta","Savanna",2014,12782,"landuse"
"concosta","Grassland",2014,65,"landuse"
"concosta","Wetland",2014,2431,"landuse"
"concosta","Water bodies",2014,1438,"landuse"
"concosta","Forest",2015,60905,"landuse"
"concosta","Savanna",2015,7712,"landuse"
"concosta","Wetland",2015,2401,"landuse"
"concosta","Water bodies",2015,1438,"landuse"
"concosta","Forest",2016,61663,"landuse"
"concosta","Savanna",2016,6949,"landuse"
"concosta","Wetland",2016,2406,"landuse"
"concosta","Water bodies",2016,1438,"landuse"
"concosta","Forest",2017,62985,"landuse"
"concosta","Savanna",2017,5363,"landuse"
"concosta","Grassland",2017,25,"landuse"
"concosta","Wetland",2017,2645,"landuse"
"concosta","Water bodies",2017,1438,"landuse"
"concosta","Forest",2018,63076,"landuse"
"concosta","Savanna",2018,5406,"landuse"
"concosta","Wetland",2018,2536,"landuse"
"concosta","Water bodies",2018,1438,"landuse"
"concosta","Forest",2019,59058,"landuse"
"concosta","Savanna",2019,8899,"landuse"
"concosta","Grassland",2019,75,"landuse"
"concosta","Wetland",2019,2986,"landuse"
"concosta","Water bodies",2019,1438,"landuse"
"concosta","Forest",2020,58647,"landuse"
"concosta","Savanna",2020,9312,"landuse"
"concosta","Grassland",2020,175,"landuse"
"concosta","Wetland",2020,2884,"landuse"
"concosta","Water bodies",2020,1438,"landuse"
"delfines","Cropland",2017,10431,"vocation"
"delfines","Water bodies",2017,552,"vocation"
"delfines","Savanna",2017,2377,"vocation"
"delfines","Forest",2017,101199,"vocation"
"delfines","Forest",2001,110193,"landuse"
"delfines","Schrub",2001,113,"landuse"
"delfines","Savanna",2001,2091,"landuse"
"delfines","Grassland",2001,61,"landuse"
"delfines","Wetland",2001,2584,"landuse"
"delfines","Cropland",2001,165,"landuse"
"delfines","Urban",2001,7,"landuse"
"delfines","Water bodies",2001,1157,"landuse"
"delfines","Forest",2002,110316,"landuse"
"delfines","Schrub",2002,113,"landuse"
"delfines","Savanna",2002,2277,"landuse"
"delfines","Grassland",2002,127,"landuse"
"delfines","Wetland",2002,2169,"landuse"
"delfines","Cropland",2002,205,"landuse"
"delfines","Urban",2002,7,"landuse"
"delfines","Water bodies",2002,1157,"landuse"
"delfines","Forest",2003,109934,"landuse"
"delfines","Schrub",2003,118,"landuse"
"delfines","Savanna",2003,3191,"landuse"
"delfines","Grassland",2003,86,"landuse"
"delfines","Wetland",2003,1826,"landuse"
"delfines","Cropland",2003,48,"landuse"
"delfines","Urban",2003,7,"landuse"
"delfines","Water bodies",2003,1161,"landuse"
"delfines","Forest",2004,109679,"landuse"
"delfines","Schrub",2004,118,"landuse"
"delfines","Savanna",2004,3424,"landuse"
"delfines","Grassland",2004,86,"landuse"
"delfines","Wetland",2004,1869,"landuse"
"delfines","Cropland",2004,27,"landuse"
"delfines","Urban",2004,7,"landuse"
"delfines","Water bodies",2004,1161,"landuse"
"delfines","Forest",2005,108707,"landuse"
"delfines","Schrub",2005,37,"landuse"
"delfines","Savanna",2005,4081,"landuse"
"delfines","Grassland",2005,112,"landuse"
"delfines","Wetland",2005,2239,"landuse"
"delfines","Cropland",2005,27,"landuse"
"delfines","Urban",2005,7,"landuse"
"delfines","Water bodies",2005,1161,"landuse"
"delfines","Forest",2006,107196,"landuse"
"delfines","Schrub",2006,45,"landuse"
"delfines","Savanna",2006,5442,"landuse"
"delfines","Grassland",2006,107,"landuse"
"delfines","Wetland",2006,2386,"landuse"
"delfines","Cropland",2006,27,"landuse"
"delfines","Urban",2006,7,"landuse"
"delfines","Water bodies",2006,1161,"landuse"
"delfines","Forest",2007,105928,"landuse"
"delfines","Schrub",2007,45,"landuse"
"delfines","Savanna",2007,6789,"landuse"
"delfines","Grassland",2007,130,"landuse"
"delfines","Wetland",2007,2284,"landuse"
"delfines","Cropland",2007,27,"landuse"
"delfines","Urban",2007,7,"landuse"
"delfines","Water bodies",2007,1161,"landuse"
"delfines","Forest",2008,105857,"landuse"
"delfines","Schrub",2008,25,"landuse"
"delfines","Savanna",2008,6890,"landuse"
"delfines","Grassland",2008,75,"landuse"
"delfines","Wetland",2008,2329,"landuse"
"delfines","Cropland",2008,27,"landuse"
"delfines","Urban",2008,7,"landuse"
"delfines","Water bodies",2008,1161,"landuse"
"delfines","Forest",2009,106321,"landuse"
"delfines","Schrub",2009,25,"landuse"
"delfines","Savanna",2009,6406,"landuse"
"delfines","Grassland",2009,66,"landuse"
"delfines","Wetland",2009,2378,"landuse"
"delfines","Cropland",2009,7,"landuse"
"delfines","Urban",2009,7,"landuse"
"delfines","Water bodies",2009,1161,"landuse"
"delfines","Forest",2010,107611,"landuse"
"delfines","Savanna",2010,5226,"landuse"
"delfines","Grassland",2010,56,"landuse"
"delfines","Wetland",2010,2303,"landuse"
"delfines","Cropland",2010,7,"landuse"
"delfines","Urban",2010,7,"landuse"
"delfines","Water bodies",2010,1161,"landuse"
"delfines","Forest",2011,107614,"landuse"
"delfines","Savanna",2011,5330,"landuse"
"delfines","Grassland",2011,56,"landuse"
"delfines","Wetland",2011,2196,"landuse"
"delfines","Cropland",2011,7,"landuse"
"delfines","Urban",2011,7,"landuse"
"delfines","Water bodies",2011,1161,"landuse"
"delfines","Forest",2012,107440,"landuse"
"delfines","Savanna",2012,5343,"landuse"
"delfines","Grassland",2012,56,"landuse"
"delfines","Wetland",2012,2357,"landuse"
"delfines","Cropland",2012,7,"landuse"
"delfines","Urban",2012,7,"landuse"
"delfines","Water bodies",2012,1161,"landuse"
"delfines","Forest",2013,107460,"landuse"
"delfines","Savanna",2013,5195,"landuse"
"delfines","Grassland",2013,81,"landuse"
"delfines","Wetland",2013,2460,"landuse"
"delfines","Cropland",2013,7,"landuse"
"delfines","Urban",2013,7,"landuse"
"delfines","Water bodies",2013,1161,"landuse"
"delfines","Forest",2014,106974,"landuse"
"delfines","Savanna",2014,5534,"landuse"
"delfines","Grassland",2014,151,"landuse"
"delfines","Wetland",2014,2537,"landuse"
"delfines","Cropland",2014,7,"landuse"
"delfines","Urban",2014,7,"landuse"
"delfines","Water bodies",2014,1161,"landuse"
"delfines","Forest",2015,107577,"landuse"
"delfines","Savanna",2015,4952,"landuse"
"delfines","Grassland",2015,171,"landuse"
"delfines","Wetland",2015,2496,"landuse"
"delfines","Cropland",2015,7,"landuse"
"delfines","Urban",2015,7,"landuse"
"delfines","Water bodies",2015,1161,"landuse"
"delfines","Forest",2016,107397,"landuse"
"delfines","Savanna",2016,5123,"landuse"
"delfines","Grassland",2016,81,"landuse"
"delfines","Wetland",2016,2595,"landuse"
"delfines","Cropland",2016,7,"landuse"
"delfines","Urban",2016,7,"landuse"
"delfines","Water bodies",2016,1161,"landuse"
"delfines","Forest",2017,107730,"landuse"
"delfines","Savanna",2017,5307,"landuse"
"delfines","Wetland",2017,2159,"landuse"
"delfines","Cropland",2017,7,"landuse"
"delfines","Urban",2017,7,"landuse"
"delfines","Water bodies",2017,1161,"landuse"
"delfines","Forest",2018,107629,"landuse"
"delfines","Schrub",2018,25,"landuse"
"delfines","Savanna",2018,5370,"landuse"
"delfines","Grassland",2018,6,"landuse"
"delfines","Wetland",2018,2166,"landuse"
"delfines","Cropland",2018,7,"landuse"
"delfines","Urban",2018,7,"landuse"
"delfines","Water bodies",2018,1161,"landuse"
"delfines","Forest",2019,108083,"landuse"
"delfines","Savanna",2019,5095,"landuse"
"delfines","Wetland",2019,2022,"landuse"
"delfines","Cropland",2019,7,"landuse"
"delfines","Urban",2019,7,"landuse"
"delfines","Water bodies",2019,1157,"landuse"
"delfines","Forest",2020,107259,"landuse"
"delfines","Savanna",2020,5523,"landuse"
"delfines","Grassland",2020,20,"landuse"
"delfines","Wetland",2020,2394,"landuse"
"delfines","Cropland",2020,7,"landuse"
"delfines","Urban",2020,7,"landuse"
"delfines","Water bodies",2020,1161,"landuse"
"naya","Cropland",2017,11608,"vocation"
"naya","Water bodies",2017,3115,"vocation"
"naya","Savanna",2017,12409,"vocation"
"naya","Forest",2017,148015,"vocation"
"naya","Grassland",2017,5730,"vocation"
"naya","Forest",2001,171760,"landuse"
"naya","Schrub",2001,463,"landuse"
"naya","Savanna",2001,3793,"landuse"
"naya","Grassland",2001,1120,"landuse"
"naya","Wetland",2001,2800,"landuse"
"naya","Cropland",2001,522,"landuse"
"naya","Urban",2001,135,"landuse"
"naya","Water bodies",2001,815,"landuse"
"naya","Forest",2002,172618,"landuse"
"naya","Schrub",2002,443,"landuse"
"naya","Savanna",2002,3120,"landuse"
"naya","Grassland",2002,1091,"landuse"
"naya","Wetland",2002,2730,"landuse"
"naya","Cropland",2002,456,"landuse"
"naya","Urban",2002,135,"landuse"
"naya","Water bodies",2002,815,"landuse"
"naya","Forest",2003,173109,"landuse"
"naya","Schrub",2003,362,"landuse"
"naya","Savanna",2003,2782,"landuse"
"naya","Grassland",2003,1052,"landuse"
"naya","Wetland",2003,2767,"landuse"
"naya","Cropland",2003,386,"landuse"
"naya","Urban",2003,135,"landuse"
"naya","Water bodies",2003,815,"landuse"
"naya","Forest",2004,173875,"landuse"
"naya","Schrub",2004,296,"landuse"
"naya","Savanna",2004,2340,"landuse"
"naya","Grassland",2004,710,"landuse"
"naya","Wetland",2004,2957,"landuse"
"naya","Cropland",2004,280,"landuse"
"naya","Urban",2004,135,"landuse"
"naya","Water bodies",2004,815,"landuse"
"naya","Forest",2005,174841,"landuse"
"naya","Schrub",2005,194,"landuse"
"naya","Savanna",2005,1762,"landuse"
"naya","Grassland",2005,435,"landuse"
"naya","Wetland",2005,3045,"landuse"
"naya","Cropland",2005,181,"landuse"
"naya","Urban",2005,135,"landuse"
"naya","Water bodies",2005,815,"landuse"
"naya","Forest",2006,174099,"landuse"
"naya","Schrub",2006,194,"landuse"
"naya","Savanna",2006,2735,"landuse"
"naya","Grassland",2006,415,"landuse"
"naya","Wetland",2006,2834,"landuse"
"naya","Cropland",2006,181,"landuse"
"naya","Urban",2006,135,"landuse"
"naya","Water bodies",2006,815,"landuse"
"naya","Forest",2007,172676,"landuse"
"naya","Schrub",2007,188,"landuse"
"naya","Savanna",2007,4252,"landuse"
"naya","Grassland",2007,405,"landuse"
"naya","Wetland",2007,2842,"landuse"
"naya","Cropland",2007,95,"landuse"
"naya","Urban",2007,135,"landuse"
"naya","Water bodies",2007,815,"landuse"
"naya","Forest",2008,172134,"landuse"
"naya","Schrub",2008,188,"landuse"
"naya","Savanna",2008,4788,"landuse"
"naya","Grassland",2008,449,"landuse"
"naya","Wetland",2008,2804,"landuse"
"naya","Cropland",2008,95,"landuse"
"naya","Urban",2008,135,"landuse"
"naya","Water bodies",2008,815,"landuse"
"naya","Forest",2009,170497,"landuse"
"naya","Schrub",2009,208,"landuse"
"naya","Savanna",2009,6641,"landuse"
"naya","Grassland",2009,465,"landuse"
"naya","Wetland",2009,2552,"landuse"
"naya","Cropland",2009,95,"landuse"
"naya","Urban",2009,135,"landuse"
"naya","Water bodies",2009,815,"landuse"
"naya","Forest",2010,172932,"landuse"
"naya","Schrub",2010,186,"landuse"
"naya","Savanna",2010,4452,"landuse"
"naya","Grassland",2010,391,"landuse"
"naya","Wetland",2010,2427,"landuse"
"naya","Cropland",2010,70,"landuse"
"naya","Urban",2010,135,"landuse"
"naya","Water bodies",2010,815,"landuse"
"naya","Forest",2011,173367,"landuse"
"naya","Schrub",2011,125,"landuse"
"naya","Savanna",2011,3856,"landuse"
"naya","Grassland",2011,306,"landuse"
"naya","Wetland",2011,2759,"landuse"
"naya","Cropland",2011,45,"landuse"
"naya","Urban",2011,135,"landuse"
"naya","Water bodies",2011,815,"landuse"
"naya","Forest",2012,173249,"landuse"
"naya","Schrub",2012,75,"landuse"
"naya","Savanna",2012,4197,"landuse"
"naya","Grassland",2012,221,"landuse"
"naya","Wetland",2012,2680,"landuse"
"naya","Cropland",2012,36,"landuse"
"naya","Urban",2012,135,"landuse"
"naya","Water bodies",2012,815,"landuse"
"naya","Forest",2013,173134,"landuse"
"naya","Schrub",2013,75,"landuse"
"naya","Savanna",2013,4322,"landuse"
"naya","Grassland",2013,330,"landuse"
"naya","Wetland",2013,2577,"landuse"
"naya","Cropland",2013,20,"landuse"
"naya","Urban",2013,135,"landuse"
"naya","Water bodies",2013,815,"landuse"
"naya","Forest",2014,172963,"landuse"
"naya","Schrub",2014,75,"landuse"
"naya","Savanna",2014,4381,"landuse"
"naya","Grassland",2014,390,"landuse"
"naya","Wetland",2014,2629,"landuse"
"naya","Cropland",2014,20,"landuse"
"naya","Urban",2014,135,"landuse"
"naya","Water bodies",2014,815,"landuse"
"naya","Forest",2015,173486,"landuse"
"naya","Schrub",2015,75,"landuse"
"naya","Savanna",2015,3969,"landuse"
"naya","Grassland",2015,305,"landuse"
"naya","Wetland",2015,2623,"landuse"
"naya","Urban",2015,135,"landuse"
"naya","Water bodies",2015,815,"landuse"
"naya","Forest",2016,173389,"landuse"
"naya","Schrub",2016,75,"landuse"
"naya","Savanna",2016,4054,"landuse"
"naya","Grassland",2016,236,"landuse"
"naya","Wetland",2016,2704,"landuse"
"naya","Urban",2016,135,"landuse"
"naya","Water bodies",2016,815,"landuse"
"naya","Forest",2017,173577,"landuse"
"naya","Schrub",2017,75,"landuse"
"naya","Savanna",2017,3884,"landuse"
"naya","Grassland",2017,261,"landuse"
"naya","Wetland",2017,2661,"landuse"
"naya","Urban",2017,135,"landuse"
"naya","Water bodies",2017,815,"landuse"
"naya","Forest",2018,172309,"landuse"
"naya","Schrub",2018,75,"landuse"
"naya","Savanna",2018,5000,"landuse"
"naya","Grassland",2018,447,"landuse"
"naya","Wetland",2018,2627,"landuse"
"naya","Urban",2018,135,"landuse"
"naya","Water bodies",2018,815,"landuse"
"naya","Forest",2019,170699,"landuse"
"naya","Schrub",2019,75,"landuse"
"naya","Savanna",2019,6491,"landuse"
"naya","Grassland",2019,427,"landuse"
"naya","Wetland",2019,2766,"landuse"
"naya","Urban",2019,135,"landuse"
"naya","Water bodies",2019,815,"landuse"
"naya","Forest",2020,171369,"landuse"
"naya","Schrub",2020,75,"landuse"
"naya","Savanna",2020,5858,"landuse"
"naya","Grassland",2020,142,"landuse"
"naya","Wetland",2020,3014,"landuse"
"naya","Urban",2020,135,"landuse"
"naya","Water bodies",2020,815,"landuse"
"siviru","Cropland",2017,12821,"vocation"
"siviru","Water bodies",2017,4191,"vocation"
"siviru","Savanna",2017,8794,"vocation"
"siviru","Forest",2017,34682,"vocation"
"siviru","Forest",2001,54153,"landuse"
"siviru","Schrub",2001,25,"landuse"
"siviru","Savanna",2001,2036,"landuse"
"siviru","Grassland",2001,70,"landuse"
"siviru","Wetland",2001,3601,"landuse"
"siviru","Cropland",2001,130,"landuse"
"siviru","Water bodies",2001,810,"landuse"
"siviru","Forest",2002,54712,"landuse"
"siviru","Savanna",2002,1610,"landuse"
